"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006805","GO:0006805","xenobiotic metabolic process","7/101","126/21069",2.49704310756363e-06,0.00344841653154537,0.00327769763698089,"GSTA2/CYP2A13/CBR3/NR1I2/ALDH3A1/CYP26A1/ABCB11",7
"GO:0071466","GO:0071466","cellular response to xenobiotic stimulus","8/101","200/21069",5.44496616289021e-06,0.00375974913547569,0.00357361726585479,"GSTA2/CYP2A13/CBR3/NR1I2/REN/ALDH3A1/CYP26A1/ABCB11",8
"GO:0030049","GO:0030049","muscle filament sliding","3/101","14/21069",3.74547868996967e-05,0.0158047885465047,0.0150223494168919,"MYH6/TNNC1/MYH7",3
"GO:0033275","GO:0033275","actin-myosin filament sliding","3/101","16/21069",5.72222612110958e-05,0.0158047885465047,0.0150223494168919,"MYH6/TNNC1/MYH7",3
"GO:0051791","GO:0051791","medium-chain fatty acid metabolic process","3/101","16/21069",5.72222612110958e-05,0.0158047885465047,0.0150223494168919,"CYP4A11/CYP4Z1/CYP4A22",3
"GO:0009410","GO:0009410","response to xenobiotic stimulus","10/101","472/21069",9.01161676987232e-05,0.0207417379319895,0.0197148879158435,"GSTA2/CYP2A13/GRM2/CBR3/NR1I2/REN/ALDH3A1/CA9/CYP26A1/ABCB11",10
"GO:0035902","GO:0035902","response to immobilization stress","3/101","22/21069",0.000154105477960485,0.0304028092947757,0.0288976738371015,"UCN3/REN/PITX3",3
"GO:0019369","GO:0019369","arachidonic acid metabolic process","4/101","64/21069",0.000253469605907292,0.0437551907197463,0.041589026127157,"CYP2A13/CYP4A11/CYP4Z1/CYP4A22",4
"GO:0008300","GO:0008300","isoprenoid catabolic process","2/101","11/21069",0.00121666198490749,0.186690022350804,0.177447660254928,"BCO1/CYP26A1",2
"GO:0055010","GO:0055010","ventricular cardiac muscle tissue morphogenesis","3/101","46/21069",0.00139752807510046,0.192998627171373,0.183443948384239,"MYH6/TNNC1/MYH7",3
"GO:0007512","GO:0007512","adult heart development","2/101","13/21069",0.0017146903776861,0.197640431016142,0.187855952953336,"MYH6/MYH7",2
"GO:0120254","GO:0120254","olefinic compound metabolic process","5/101","179/21069",0.0017173679740722,0.197640431016142,0.187855952953336,"CYP2A13/CYP4A11/CYP4Z1/CYP4A22/BCO1",5
"GO:0014733","GO:0014733","regulation of skeletal muscle adaptation","2/101","14/21069",0.00199422964281717,0.21184854897927,0.20136067729498,"TNNC1/MYH7",2
"GO:0003229","GO:0003229","ventricular cardiac muscle tissue development","3/101","55/21069",0.00234119522496942,0.215546040378852,0.204875118985044,"MYH6/TNNC1/MYH7",3
"GO:0014888","GO:0014888","striated muscle adaptation","3/101","55/21069",0.00234119522496942,0.215546040378852,0.204875118985044,"MYH6/TNNC1/MYH7",3
"GO:0001676","GO:0001676","long-chain fatty acid metabolic process","4/101","119/21069",0.0025913957544716,0.22366984605783,0.212596743804348,"CYP2A13/CYP4A11/CYP4Z1/CYP4A22",4
"GO:0055008","GO:0055008","cardiac muscle tissue morphogenesis","3/101","60/21069",0.00300144002041969,0.230651330168525,0.219232599352224,"MYH6/TNNC1/MYH7",3
"GO:0033559","GO:0033559","unsaturated fatty acid metabolic process","4/101","124/21069",0.00300631712022697,0.230651330168525,0.219232599352224,"CYP2A13/CYP4A11/CYP4Z1/CYP4A22",4
"GO:0019373","GO:0019373","epoxygenase P450 pathway","2/101","19/21069",0.00368935642236221,0.26815795890959,0.254882407683417,"CYP2A13/CYP4A11",2
"GO:0006690","GO:0006690","icosanoid metabolic process","4/101","139/21069",0.00451912085901664,0.277045842464466,0.263330283587933,"CYP2A13/CYP4A11/CYP4Z1/CYP4A22",4
"GO:0030048","GO:0030048","actin filament-based movement","4/101","139/21069",0.00451912085901664,0.277045842464466,0.263330283587933,"MYH6/MYO1A/TNNC1/MYH7",4
"GO:0043651","GO:0043651","linoleic acid metabolic process","2/101","22/21069",0.00493747431450249,0.277045842464466,0.263330283587933,"CYP4A11/CYP4A22",2
"GO:0003208","GO:0003208","cardiac ventricle morphogenesis","3/101","72/21069",0.00501883704772542,0.277045842464466,0.263330283587933,"MYH6/TNNC1/MYH7",3
"GO:0030239","GO:0030239","myofibril assembly","3/101","72/21069",0.00501883704772542,0.277045842464466,0.263330283587933,"MYH6/LMOD1/MYH7",3
"GO:0055002","GO:0055002","striated muscle cell development","3/101","73/21069",0.00521592462279227,0.277045842464466,0.263330283587933,"MYH6/LMOD1/MYH7",3
"GO:0060415","GO:0060415","muscle tissue morphogenesis","3/101","73/21069",0.00521592462279227,0.277045842464466,0.263330283587933,"MYH6/TNNC1/MYH7",3
"GO:0050953","GO:0050953","sensory perception of light stimulus","5/101","242/21069",0.00621831119712109,0.302518983051571,0.287542339163313,"MFRP/RD3/SIX6/OPN4/USH1C",5
"GO:0032528","GO:0032528","microvillus organization","2/101","25/21069",0.00635267958616622,0.302518983051571,0.287542339163313,"MYO1A/USH1C",2
"GO:0043501","GO:0043501","skeletal muscle adaptation","2/101","25/21069",0.00635267958616622,0.302518983051571,0.287542339163313,"TNNC1/MYH7",2
"GO:0048644","GO:0048644","muscle organ morphogenesis","3/101","80/21069",0.0067260799345944,0.305632577727593,0.290501790789518,"MYH6/TNNC1/MYH7",3
"GO:0003071","GO:0003071","renal system process involved in regulation of systemic arterial blood pressure","2/101","26/21069",0.00686068784182142,0.305632577727593,0.290501790789518,"CYP4A11/REN",2
"GO:0048247","GO:0048247","lymphocyte chemotaxis","3/101","82/21069",0.00720031440406241,0.309115123328139,0.293811927886115,"CCL16/CCL5/CCL25",3
"GO:0002026","GO:0002026","regulation of the force of heart contraction","2/101","27/21069",0.00738653082536464,0.309115123328139,0.293811927886115,"MYH6/MYH7",2
"GO:0051339","GO:0051339","regulation of lyase activity","3/101","89/21069",0.00901379469184571,0.342228994953366,0.325286448955255,"RD3/GRM2/ACR",3
