"","ID","Gene.description","Gene.type","ENSGID","SYMBOL","KRvsHEALTHY_LFC","KRvsHEALTHY_P","KRvsHEALTHY_FDR","KRvsHEALTHY_sig0","KRvsHEALTHY_sig1","KRvsHEALTHY_sig2","NonKRvsHEALTHY_LFC","NonKRvsHEALTHY_P","NonKRvsHEALTHY_FDR","NonKRvsHEALTHY_sig0","NonKRvsHEALTHY_sig1","NonKRvsHEALTHY_sig2","KRvsNonKR_LFC","KRvsNonKR_P","KRvsNonKR_FDR","KRvsNonKR_sig0","KRvsNonKR_sig1","KRvsNonKR_sig2","KRvsHEALTHY_LFC_ABS","NonKRvsHEALTHY_LFC_ABS","KRvsNonKR_LFC_ABS"
"1","ENSG00000000938","FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]","protein_coding","ENSG00000000938","FGR",3.27383606905253,8.07078895718199e-14,7.85658713103453e-12,1,1,1,0.678661046775287,0.155867510474972,0.285356481724758,0,0,0,2.59517502227724,1.53889953596113e-08,1.63096587341689e-06,1,1,1,3.27383606905253,0.678661046775287,2.59517502227724
"2","ENSG00000002745","Wnt family member 16 [Source:HGNC Symbol;Acc:HGNC:16267]","protein_coding","ENSG00000002745","WNT16",1.92027061667728,7.08012419675344e-12,3.12654180108808e-10,1,1,0,0.450391449112386,0.142011095074865,0.266609862411037,0,0,0,1.4698791675649,9.51288103618813e-07,3.15634285124485e-05,1,1,0,1.92027061667728,0.450391449112386,1.4698791675649
"3","ENSG00000005020","src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]","protein_coding","ENSG00000005020","SKAP2",1.92815942292098,4.57533362879592e-12,2.16419791466098e-10,1,1,0,0.204829669775557,0.487668731964436,0.63350966728064,0,0,0,1.72332975314542,1.74192155212291e-08,1.75943700640392e-06,1,1,0,1.92815942292098,0.204829669775557,1.72332975314542
"4","ENSG00000005381","myeloperoxidase [Source:HGNC Symbol;Acc:HGNC:7218]","protein_coding","ENSG00000005381","MPO",1.98977132462946,1.90160105472956e-08,2.6939225480485e-07,1,1,0,0.118357642932127,0.774976566982197,0.858569904103247,0,0,0,1.87141368169734,3.89962213780149e-06,8.95639345769935e-05,1,1,0,1.98977132462946,0.118357642932127,1.87141368169734
"5","ENSG00000006611","USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597]","protein_coding","ENSG00000006611","USH1C",-2.17589460976896,1.9337202122245e-17,2.02012988113648e-14,-1,-1,-1,-0.26757942653687,0.20738286250339,0.349370944737097,0,0,0,-1.90831518323209,1.94992359059847e-12,1.12571130819216e-08,-1,-1,0,2.17589460976896,0.26757942653687,1.90831518323209
"6","ENSG00000007350","transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835]","protein_coding","ENSG00000007350","TKTL1",1.97655431492142,4.42622391296663e-08,5.49547424524517e-07,1,1,0,-0.0716853045720254,0.867133387457864,0.919740443365832,0,0,0,2.04823961949345,1.31795349167065e-06,4.03598421017132e-05,1,1,1,1.97655431492142,0.0716853045720254,2.04823961949345
"7","ENSG00000008118","calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585]","protein_coding","ENSG00000008118","CAMK1G",2.07096496565076,2.86952319651086e-08,3.81393115802338e-07,1,1,1,0.570322604073476,0.179249865193357,0.315297641359018,0,0,0,1.50064236157728,0.000228929515525093,0.00193942975107959,1,1,0,2.07096496565076,0.570322604073476,1.50064236157728
"8","ENSG00000008516","matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:HGNC:14246]","protein_coding","ENSG00000008516","MMP25",1.56307477910113,9.18186717404342e-09,1.45635040201921e-07,1,1,0,0.391875267155438,0.193647641046986,0.332825625046629,0,0,0,1.17119951194569,7.02510928792364e-05,0.000782174470169428,1,1,0,1.56307477910113,0.391875267155438,1.17119951194569
"9","ENSG00000011422","plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]","protein_coding","ENSG00000011422","PLAUR",3.18979427637501,1.36621384192585e-12,7.90415236015455e-11,1,1,1,0.773038215099726,0.108824673673987,0.220068877175801,0,0,0,2.41675606127529,2.30768950255019e-07,1.13717464920816e-05,1,1,1,3.18979427637501,0.773038215099726,2.41675606127529
"10","ENSG00000011600","transmembrane immune signaling adaptor TYROBP [Source:HGNC Symbol;Acc:HGNC:12449]","protein_coding","ENSG00000011600","TYROBP",2.08763856363121,3.21793962881803e-13,2.43100711958889e-11,1,1,1,0.943739117608079,0.00192553715997384,0.011963524335987,1,0,0,1.14389944602313,5.31512528875566e-05,0.000632007287993698,1,1,0,2.08763856363121,0.943739117608079,1.14389944602313
"11","ENSG00000012779","arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]","protein_coding","ENSG00000012779","ALOX5",1.63499084784352,3.21984600472066e-11,1.10234503105437e-09,1,1,0,0.458394038680658,0.0799641424855599,0.176037389081353,0,0,0,1.17659680916286,6.97078291549507e-06,0.000139430911664202,1,1,0,1.63499084784352,0.458394038680658,1.17659680916286
"12","ENSG00000013297","claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]","protein_coding","ENSG00000013297","CLDN11",1.34756823877126,2.18411744419367e-08,3.02271272632465e-07,1,1,0,0.172775870459474,0.519600807401381,0.660433271520287,0,0,0,1.17479236831179,1.28365503999045e-05,0.000219653875614033,1,1,0,1.34756823877126,0.172775870459474,1.17479236831179
"13","ENSG00000016602","chloride channel accessory 4 [Source:HGNC Symbol;Acc:HGNC:2018]","protein_coding","ENSG00000016602","CLCA4",2.2214405327121,7.15918986123144e-15,1.14309440212256e-12,1,1,1,0.697286861199824,0.0200094916354553,0.0638585189978866,0,0,0,1.52415367151227,1.95307664055959e-07,1.01150558477933e-05,1,1,0,2.2214405327121,0.697286861199824,1.52415367151227
